,Issue_id,Duplicated_issue,Title,Description
184,185.0,4944.0,"['errors', 'add', 'largeproject', 'repository']","['project', 'workspace', 'close', 'connection', 'subsequent', 'unsupported', 'handler', 'jeanmichel', 'reproduce', 'second', 'work', 'appear', 'happen', 'connection', 'reproduce', 'unsupported', 'handler', 'message', 'connection', 'project', 'subsequent', 'reproduce', 'largeproject', 'project', 'suggest', 'readme', 'add', 'certain', 'project', 'workspace', 'method', 'possible', 'receive', 'message', 'connection', 'project', 'load', 'workaround', 'behaviour', 'project', 'second', 'readme']"
211,212.0,15169.0,"['history', 'versions', 'combine']","['painfull', 'differently', 'history', 'repository', 'history', 'appreciate', 'have', 'merge', 'have', 'general', 'history', 'simpler', 'transparent', 'generally', 'people', 'version', 'locate', 'confuse', 'understand', 'distinction', 'storage', 'mechanisms']"
214,215.0,123.0,"['compare', 'catchup', 'incoming', 'change']","['circumstances', 'perform', 'change', 'release', 'synchronize', 'release', 'version', 'happen', 'catchup', 'navigator', 'replace', 'stream', 'instead', 'debate', 'length', 'decide', 'catchup', 'load', 'incoming', 'change', 'example', 'project', 'incoming', 'change', 'outgo', 'change', 'invoke', 'project', 'incoming', 'change', 'release', 'outgo', 'change', 'verify', 'load', 'overwrite', 'outgo', 'change', 'common', 'pattern', 'possible']"
225,226.0,178.0,"['switch', 'preserve', 'expansion']","['switch', 'release', 'expansion', 'remember', 'probably', 'selection']"
227,228.0,71.0,"['repository', 'stream', 'syncronizing']","['repositories', 'particular', 'stream', 'consequently', 'project', 'stream', 'confuse', 'request', 'synchronize', 'window', 'repository', 'stream', 'current', 'synchronize', 'feel', 'know', 'release', 'correct', 'compulsively', 'project', 'properties', 'information', 'compare', 'browser', 'currently', 'repository', 'repository', 'stream', 'turn', 'version', 'navigator', 'stream', 'project', 'connect', 'response', 'previous', 'request']"
246,247.0,85.0,"['compare', 'stream', 'content', 'prompt', 'change']","['compare', 'browser', 'compare', 'stream', 'content', 'prompt', 'change', 'browser', 'create', 'footxt', 'content', 'release', 'stream', 'footxt', 'compare', 'stream', 'stream', 'content', 'compare', 'browser', 'prompt', 'change', 'possibly', 'relate', 'itpvcmall', 'project', 'compare', 'edit', 'mark', 'impossible', 'properly', 'current', 'compare', 'framework', 'implementation', 'editor', 'follow', 'behaviour', 'editor', 'change', 'setinput', 'setinput', 'additional', 'prompt', 'fconfirmsave', 'prompt', 'save', 'change', 'control', 'fconfirmsave', 'global', 'set', 'happen', 'normal', 'compare', 'enable', 'action', 'editors', 'prompt', 'happen', 'action', 'enable', 'prompt', 'wait', 'compare', 'itpjui', 'compare', 'problematic']"
251,252.0,21577.0,[],"['support', 'watchedit']"
255,256.0,71.0,"['indicate', 'stream']","['work', 'multiple', 'stream', 'work', 'show', 'version', 'label', 'turn', 'indication', 'stream', 'sync', 'miss', 'change', 'inadvertently', 'release', 'stream', 'splitstreamed', 'sync', 'multiple', 'stream', 'multiple', 'repositories', 'version', 'stream', 'project']"
263,264.0,25238.0,"['extssh', 'connection', 'gkkbjp']","['eclipse', 'corner', 'instal', 'eclipse', 'try', 'private', 'tortoisecvs', 'automatically', 'csshsshidentity', 'wincvs', 'extension', 'loginpassword', 'loginrsa', 'eclipse', 'ask', 'password', 'private', 'wincvs', 'allow', 'eclipse', 'private', 'instead', 'traditional', 'userpassword', 'thank', 'marcio', 'jeanmichel', 'configurable', 'connection']"
273,274.0,10234.0,"['compare', 'workspace']","['disturb', 'shortcuts', 'compare', 'apply']"
278,326.0,3120.0,"['default', 'workspace', 'create', 'location', 'gkewmo']","['install', 'eclipse', 'create', 'plugin', 'wizard', 'call', 'comexamplestest', 'eclipse', 'eclipse', 'runtime', 'workbench', 'create', 'project', 'launch', 'eclipse', 'window', 'preferences', 'plugin', 'development', 'dialog', 'workspace', 'location', 'actual', 'workspace', 'location', 'launch', 'eclipse', 'script', 'locate', 'directory', 'create', 'call', 'directory', 'call', 'workspace', 'location', 'location', 'repeat', 'directory', 'create', 'call', 'problem', 'relate', 'problems', 'double', 'quote', 'strip', 'command', 'argument', 'value', 'workspace', 'quote', 'think', 'absolute', 'prepends', 'userhome', 'currently', 'look', 'original', 'open', 'problem', 'itpcorelinux', 'location', 'return', 'provide', 'original', 'problem', 'remove', 'conditional', 'write', 'double', 'problem', 'conditional', 'localize', 'removal', 'execute', 'windows', 'stream', 'choice', 'readme', 'problem', 'indicate', 'runtime', 'workbench', 'runtime', 'platform', 'location', 'runtime', 'workspace', 'location', 'contain', 'space', 'readme']"
328,865.0,4644.0,"['follow', 'additional']","['perspective', 'combobox', 'select', 'development', 'scrapbook', 'create', 'scrapbook', 'run', 'debug', 'observe', 'change', 'feedback', 'possible', 'follow', 'run', 'debug', 'observe', 'happen', 'observe', 'follow', 'open']"
334,1642.0,6949.0,"['flood', 'console', 'output', 'gldybv']","['flood', 'conole', 'output', 'cause', 'unresponsive', 'run', 'program', 'println', 'instead', 'public', 'public', 'static', 'systemoutprint', 'console', 'flood', 'output', 'console', 'give', 'cycle', 'duplicate', 'itpdbg', 'eclipse', 'console']"
335,1714.0,5822.0,"['confusion', 'launch', 'different', 'project', 'history', 'gjynlk']","['create', 'project', 'test', 'project', 'create', 'call', 'create', 'method', 'public', 'static', 'test', 'history', 'correctly', 'entries', 'history', 'launch', 'test', 'tooltip', 'description', 'status']"
382,1815.0,7477.0,[],"['select', 'editor', 'addtask', 'context', 'selection', 'propose', 'observe', 'separators', 'appear', 'dialog', 'accept', 'press', 'select', 'create', 'observe', 'appear', 'windows', 'status', 'resize', 'window', 'observe', 'single', 'status', 'status', 'problem', 'move']"
396,1829.0,2261.0,"['awkward', 'switch', 'editors']","['editors', 'switch', 'awkward', 'appear', 'scroll', 'window', 'work', 'usually', 'windows', 'browse', 'cause', 'scroll', 'window', 'scroll', 'workaround', 'editors', 'reopen', 'periodically', 'editor', 'select', 'navigator', 'add', 'bookmark', 'double', 'click', 'bookmark', 'cause', 'editor', 'forward', 'file', 'future', 'consideration', 'editor', 'option', 'number', 'editors', 'reach', 'editors', 'automatically', 'close', 'lrunondirty', 'fashion', 'proposal', 'editors', 'position', 'option', 'microsoft', 'button', 'shrink', 'scroll', 'editor', 'narrow', 'button', 'visual', 'feature', 'userselectable', 'possible', 'choose', 'scroll', 'shrink', 'visible', 'albeit', 'narrower', 'narrower', 'alternative', 'moment', 'button', 'bring', 'allow', 'close', 'editor', 'question', 'close', 'editors', 'separator', 'action', 'open', 'editors', 'select', 'editor']"
433,1867.0,8822.0,"['location', 'unknown']","['workbench', 'create', 'project', 'create', 'observe', 'editor', 'workbench', 'explorer', 'delete', 'restart', 'workbench', 'follow', 'dialog', 'message', 'appear', 'element', 'editor', 'click', 'dialog', 'occur', 'internal', 'occur', 'detail', 'dgregide', 'content', 'itpcorewinnt', 'resolve', 'larger', 'report', 'errors', 'requirements', 'plugin', 'developer', 'different', 'product', 'direct']"
444,1878.0,2266.0,"['viewers', 'treeviewer', 'update']","['treeviewer', 'update', 'mechanism', 'efficient', 'test', 'typical', 'scenario', 'open', 'viewer', 'single', 'element', 'haschildren', 'getchildren', 'repository', 'explorer', 'server', 'difficult', 'element', 'cache', 'server', 'information', 'change', 'notification', 'update', 'algorithm', 'behave', 'haschildren', 'return', 'different', 'answer']"
511,1947.0,2172.0,"['dialogs', 'errors', 'dialogs']","['release', 'open', 'detail', 'unable', 'detail', 'assume', 'want', 'confirm', 'errordialog', 'move']"
529,1965.0,7743.0,"['perspectives', 'close', 'previous', 'perspective']","['activate', 'navigator', 'choose', 'perspective', 'perspective', 'confuse', 'regular', 'perspective', 'choose', 'perspective', 'close', 'generalize', 'close', 'perspective']"
560,1997.0,1991.0,"['folder', 'confuse']","['recently', 'change', 'folder', 'generically', 'project', 'folder', 'folders', 'project', 'contain', 'resources', 'project', 'folders', 'problems', 'approach', 'example', 'specify', 'folder', 'project', 'concepts', 'structure', 'interchangable', 'create', 'folder', 'dialog', 'confuse', 'example', 'name']"
565,2002.0,1993.0,"['label', 'confuse']","['understand', 'entries', 'workbench', 'context', 'click', 'project', 'perform', 'incremental', 'project', 'rebuild', 'project', 'project', 'workbench', 'rebuild', 'project', 'workspace', 'rebuild', 'context', 'project', 'confuse', 'rebuild', 'project', 'indicate', 'action', 'particular', 'project', 'project', 'workspace', 'better', 'rebuild', 'project', 'better', 'action', 'reusingit', 'move']"
568,2005.0,1991.0,"['absolute', 'relative']","['filefolder', 'wizard', 'display', 'container', 'resource', 'relative', 'confuse', 'selection', 'possible', 'container', 'resources', 'folder', 'wonder', 'relative', 'workspace', 'select', 'resource', 'resource', 'navigator', 'absolute', 'recommend', 'try', 'relative', 'possible', 'workspace', 'conceptual']"
604,2041.0,2859.0,"['release', 'workbench']","['commonly', 'horrible', 'follow', 'cause', 'program', 'try', 'common', 'reboot', 'machine', 'reclaim', 'resources', 'handle', 'open', 'perspectives', 'speced', 'return', 'return', 'return', 'share', 'change', 'outofhandles', 'swterror', 'create', 'miss', 'handle', 'alternative', 'change', 'handle', 'swterror', 'swterror', 'state', 'swterrors', 'typical', 'program', 'reliability', 'applications', 'change', 'swterror', 'outofhandles', 'condition', 'return', 'course', 'better', 'handle', 'control', 'general', 'minimize', 'number', 'image', 'create', 'proposal', 'make', 'change', 'problem', 'release', 'change', 'significantly', 'reduce', 'number', 'image', 'create', 'change', 'create', 'image', 'disable', 'regular']"
611,2048.0,9203.0,['compare'],"['project', 'navigator', 'catchup', 'project', 'project', 'contain', 'change', 'package', 'change', 'conflict', 'project', 'start', 'collapse', 'expand', 'folder', 'folder', 'desire', 'analise', 'conflict', 'catchup', 'project', 'collapse', 'expand', 'desire', 'folder', 'suggestion', 'catchuprelease', 'expand', 'folder', 'contain', 'change', 'selection', 'appear', 'folder', 'behaviour', 'achieve', 'conflicing', 'change', 'manually', 'click', 'select', 'change', 'structure', 'compare', 'suggestion', 'duplicate', 'suggestion', 'compare', 'move', 'compare', 'resources', 'dominate', 'resource', 'repository']"
620,2057.0,6823.0,"['compare', 'viewer']","['findchange', 'support', 'exist', 'postpone']"
632,2069.0,25731.0,"['editor', 'navigator', 'editor']","['editors', 'poll', 'disable', 'editor', 'navigator', 'option', 'result', 'unusable', 'navigator', 'unfortunately', 'option', 'disable', 'editor', 'navigator', 'release', 'outliner', 'offer', 'package', 'navigator', 'manually', 'navigator', 'suggest', 'add', 'context', 'editor', 'navigator', 'tool', 'abilty', 'include', 'package']"
653,2090.0,37681.0,"['workbench', 'support', 'multiple', 'workspaces', 'eclipse']","['moment', 'possible', 'maintain', 'multiple', 'workspaces', 'eclipse', 'specify', 'platform', 'application', 'possible', 'switch', 'workspaces', 'shut', 'eclipse', 'start', 'application', 'instance', 'parallel', 'standpoint', 'follow', 'functionality', 'available', 'eclipse', 'workspace', 'workspace', 'workspace', 'workspace', 'operations', 'support', 'multiuser', 'development', 'machine', 'useful', 'extreme', 'environments', 'backup', 'snapshots', 'archival', 'snapshots', 'deployment', 'snapshots', 'transfer', 'development', 'snapshots', 'workstations', 'encapsulate', 'perproject', 'preferences', 'different', 'semantics', 'develop', 'impact', 'manner', 'developer', 'structure', 'interface', 'action', 'load', 'project', 'display']"
669,2106.0,25387.0,"['import', 'export', 'import', 'retain', 'modify', 'timestamp']","['platform', 'import', 'directory', 'project', 'timestamp', 'import', 'copy', 'originals', 'import', 'function', 'ifilecreate', 'ifoldercreate', 'import', 'resources', 'workbench', 'prefer', 'method', 'resources', 'destination', 'filesystem', 'load', 'project', 'repository', 'comment', 'await', 'decision', 'regardless', 'defer']"
673,2110.0,7790.0,"['preferences', 'remember', 'expand', 'ghbove']","['window', 'preferences', 'expand', 'window', 'preferences', 'expand', 'remember', 'expand']"
689,2126.0,5961.0,['preference'],"['preference', 'notice', 'uncheck', 'default', 'option', 'populate', 'available', 'project', 'default', 'option', 'notice', 'populate', 'disable', 'populate', 'default', 'check']"
702,2139.0,6366.0,"['project', 'project']","['project', 'project', 'project', 'label', 'project', 'appear', 'project', 'project', 'enable', 'remove']"
710,2147.0,2041.0,"['open', 'perspectives']","['resource', 'open', 'perspectives', 'start', 'come', 'perspectives', 'resource', 'perspective', 'resource', 'perspective', 'resource', 'perspective', 'resource', 'perspective', 'perspective', 'perspective', 'perspective', 'perspective', 'perspective', 'perspective', 'perspective', 'fourth', 'perspective', 'perspectives', 'resource', 'perspective', 'window', 'resource', 'perspective', 'window', 'resource', 'perspective', 'window', 'window', 'persective', 'window', 'resource', 'perspective', 'window', 'resource', 'perspective', 'resource', 'perspective', 'window', 'resource', 'perspective', 'window', 'window', 'work', 'window', 'perspective', 'window', 'perspective', 'window', 'perspective', 'window', 'perspective', 'window', 'perspective', 'window', 'perspective', 'window', 'perspective', 'window', 'differences', 'open', 'resource', 'perspective', 'window', 'different', 'window', 'open', 'perspective', 'window', 'different', 'window', 'summary', 'image', 'load', 'multiple', 'multiple', 'perspectives', 'image', 'perspective', 'properly', 'perspective', 'close', 'perspective', 'overhead', 'perspective', 'perspective', 'significantly', 'overhead', 'open', 'window', 'probably', 'have', 'toolbar', 'button', 'contributions', 'resource', 'perspective', 'resource', 'perspectives', 'perspectives', 'window', 'different', 'windows', 'window', 'message', 'update', 'workspace', 'contain', 'single', 'project', 'perspectives', 'open', 'resource', 'perspective', 'window', 'open', 'resource', 'perspective', 'window', 'open', 'resource', 'perspective', 'window', 'open', 'resource', 'perspective', 'window', 'open', 'perspective', 'window', 'open', 'perspective', 'window', 'open', 'perspective', 'window', 'open', 'perspective', 'window', 'basically', 'perspective', 'improve']"
776,2213.0,8864.0,"['resource', 'flash', 'geamgl']","['resource', 'dialog', 'refresh', 'press', 'result', 'cause', 'noticeably', 'dialog', 'doesnt', 'better']"
779,2216.0,2214.0,"['workbench', 'crash', 'toolbar', 'allocation']","['perspectives', 'window', 'result', 'handle', 'workbench', 'crash', 'creation']"
833,2270.0,1947.0,"['problems', 'dialog', 'detail', 'message']","['dialog', 'report', 'problems', 'release', 'dialog', 'provide', 'detail', 'button', 'message', 'copypaste', 'support', 'multiple', 'selection', 'action']"
839,2276.0,1923.0,"['cancel', 'operation', 'doesnt', 'specify']","['possible', 'execute', 'operation', 'wizard', 'call', 'contextrun', 'cancel', 'button', 'enable', 'possible', 'run', 'cancel', 'button']"
844,2281.0,21493.0,"['undo', 'change', 'revert', 'unchanged']","['problem', 'doubleclick', 'resource', 'editor', 'change', 'change', 'appear', 'editor', 'button', 'grey', 'editors', 'provide', 'visual', 'confirmation', 'unsaved', 'change', 'undo', 'restore', 'visual', 'onscreen', 'current', 'behaviour', 'somewhat', 'comparison']"
892,2331.0,2164.0,"['check', 'doesnt']","['require', 'click', 'select', 'second', 'require', 'checkboxtables', 'require', 'select', 'check', 'response', 'second', 'checkmark', 'appear', 'fairly', 'instantaneous']"
902,2341.0,2051.0,"['memory', 'errors', 'report']","['rebuild', 'message', 'errors', 'build', 'console', 'exception', 'inform', 'memory', 'contribute', 'general', 'runtime', 'exceptions', 'propagate', 'platform', 'handle', 'move', 'suspect', 'message', 'problems', 'see', 'status', 'object', 'someones', 'istatus', 'implementation', 'premissive', 'generate', 'string', 'standard', 'status', 'assert', 'message']"
908,2347.0,2797.0,"['editors', 'appear', 'active', 'inactive']","['switch', 'process', 'outside', 'eclipse', 'native', 'active', 'inactive', 'eclipse', 'editors', 'remain', 'colour', 'appear', 'confuse', 'repeat', 'select', 'editor', 'eclipse', 'colourize', 'switch', 'restore', 'eclipse', 'background']"
917,2356.0,1983.0,"['editor', 'button', 'getclm']","['button', 'editor', 'talk', 'expect', 'show', 'dialog', 'windows', 'platform', 'proper', 'solution', 'instead', 'place', 'button', 'get', 'people', 'complain', 'button', 'wait', 'comment']"
931,2370.0,2699.0,"['hide', 'important', 'information']","['run', 'eclipse', 'conclusion', 'dialog', 'appear', 'metadata', 'dialog', 'detail', 'button', 'check', 'delete', 'figure', 'consolelog', 'option', 'inform', 'problem', 'eclipse', 'metadata', 'project', 'workspace', 'backup', 'strategy', 'write', 'dialogs', 'information']"
951,2392.0,1916.0,"['change', 'compare', 'project', 'version']","['select', 'project', 'select', 'compare', 'version', 'select', 'previous', 'version', 'project', 'review', 'change', 'current', 'change', 'button', 'change', 'workspace', 'select', 'context', 'workspace', 'notice', 'remove', 'option', 'disable', 'folder', 'prompt', 'change', 'dialog', 'prompt', 'change', 'shouldnt', 'install', 'action', 'textmergeviewer', 'viewer', 'enclose', 'compareeditor', 'modification', 'editors', 'buffer', 'vcmsyncview', 'need', 'doesnt', 'support', 'buffer', 'compareeditor', 'replace', 'compareviewer', 'dialog', 'suggest', 'buffer', 'edit', 'compareeditor', 'readonly', 'easily', 'enable', 'compareaction', 'constructor']"
963,2404.0,2051.0,"['eclipse', 'shutdown', 'unknown', 'reason']","['projectsfiles', 'eclipse', 'navigator', 'invoke', 'import', 'pop', 'history', 'eclipse', 'close', 'immediately', 'dialog', 'backtrack', 'explorer', 'internet', 'explorer', 'outofmemory', 'exception', 'work', 'smaller', 'machine', 'plausible', 'confirm', 'memory', 'problem', 'easily', 'recreate', 'work', 'physical', 'memory', 'set', 'pagefile', 'fill', 'memory', 'crash', 'memory']"
980,2421.0,2332.0,['editor'],"['create', 'editor', 'change', 'editor', 'edit', 'notice', 'prompt', 'change']"
981,2422.0,5969.0,"['replace', 'dialog', 'hide', 'occurrence']","['findreplace', 'dialog', 'selection', 'occurrence', 'compare']"
985,2426.0,5838.0,"['navigation', 'compare', 'change', 'button']","['functionality', 'quickly', 'change', 'have', 'individually', 'candidates', 'understand', 'compare', 'refer', 'navigate', 'change', 'nextprevious', 'button', 'change', 'viewer', 'change', 'cursor', 'compare', 'viewer', 'nextprevious', 'button', 'change', 'change', 'compare', 'browser', 'nextprevious', 'toolbar', 'change', 'resource', 'reach', 'change', 'resource', 'change', 'button', 'instead', 'have', 'select', 'flavour', 'interest', 'change', 'change', 'accessorily', 'get', 'change', 'content', 'change']"
997,2438.0,5959.0,"['editor', 'revert']","['change', 'choose', 'revert', 'disable', 'revert', 'potential', 'change', 'place', 'select', 'accidently', 'fairly', 'likely']"
1023,2465.0,8459.0,"['expand', 'extremef']","['priority', 'headline', 'modelfile', 'expand', 'extreme', 'description', 'result', 'expand', 'depend', 'length', 'desktop', 'expect', 'display', 'limitation', 'character']"
1058,2500.0,1993.0,"['change', 'rebuild', 'navigator', 'context']","['rebuild', 'navigator', 'context', 'mislead', 'rebuild', 'project', 'accelerator', 'package', 'current', 'message', 'conflict', 'projectrebuild', 'rebuild', 'project', 'workspace', 'package', 'have', 'investigate', 'couple', 'months', 'rebuild', 'mean', 'outside', 'problem', 'project', 'suppose', 'represent', 'project', 'workspace', 'project', 'apply', 'resources', 'workspace', 'usuability', 'study', 'action', 'autobuild', 'project', 'confuse', 'rebuild', 'project', 'project', 'package', 'difference', 'package', 'project', 'select', 'project', 'tedious', 'select', 'project', 'change', 'word', 'change', 'want', 'mention']"
1062,2504.0,2083.0,"['enable', 'gfcuou']","['enable', 'repreduce', 'create', 'simple', 'project', 'character', 'enable', 'editor', 'disable']"
1063,2505.0,6091.0,"['workbench', 'open', 'workbench', 'minutes', 'autobuild', 'gfcvtu']","['workspace', 'minutes', 'workbench', 'windows', 'build', 'restore', 'windows', 'autobuild', 'disable', 'restore', 'workbench', 'workspace', 'zip', 'harddrive', 'reproduce', 'problem']"
1066,2508.0,6271.0,"['tooltip', 'compare', 'editor', 'gfdacm']","['compare', 'happen', 'different', 'folders', 'project', 'appear', 'complete', 'cursor', 'confuse', 'resource', 'resource', 'tooltip', 'distinction', 'apparent', 'better', 'segment', 'tooltip', 'useful', 'tooltip', 'possible', 'resource', 'visible', 'begin', 'compare', 'source', 'package', 'parallel', 'structure']"
1081,2525.0,5700.0,"['feature', 'button', 'navigate', 'gfkogh']","['navigate', 'current', 'edit', 'source', 'somewhat', 'disruptive', 'cause', 'confusion', 'button', 'restore', 'previous', 'editor', 'offer', 'select', 'different', 'browsers', 'editor', 'management', 'control', 'move']"
