,Issue_id,Duplicated_issue,Title,Description
12,13.0,,"['discussion', 'versioning']","['project', 'version', 'stream', 'jeanmichel', 'tag', 'affect', 'repository', 'work', 'question', 'require', 'work', 'tag', 'purpose', 'serve', 'designate', 'project', 'revisions', 'project', 'tag', 'specify', 'project', 'revisions', 'independently', 'work', 'work', 'necessary', 'manual', 'currently', 'version', 'record', 'history', 'allow', 'exist', 'stream', 'dangerous', 'tag', 'adapter', 'currently', 'versions', 'create', 'workarounds', 'section', 'output', 'follow', 'header', 'symbolic', 'select', 'version', 'internally', 'branch', 'version', 'provide', 'operations', 'create', 'project', 'version', 'stream', 'create', 'project', 'version', 'workspace', 'operations', 'context', 'project', 'navigator', 'second', 'context', 'project', 'stream', 'operations', 'jeanmichels', 'comment', 'adapter', 'currently', 'disagree', 'provide', 'support', 'confuse', 'versioning', 'workspace', 'closer', 'arguably', 'better', 'versioning', 'decision', 'support', 'versioning', 'stream', 'helpful', 'baselining', 'release', 'distinction', 'inform', 'workspace', 'differ', 'stream', 'versioning', 'stream', 'helpful', 'stream', 'versioning', 'move', 'active', 'useful', 'comment']"
13,14.0,,"['readme', 'command', 'client', 'eclipse', 'generate', 'workspace']","['arguably', 'drop', 'release', 'appear', 'important', 'cvsentries', 'cvsrepository', 'cvsroot', 'cvstag', 'purpose', 'content', 'workbench', 'maintain', 'problem', 'duplicate', 'information', 'store', 'mechanisms', 'problems', 'keep', 'change', 'eclipse', 'read', 'change', 'external', 'ensure', 'correct', 'format', 'happen', 'migration', 'tofrom', 'repository', 'move', 'future', 'delivereable', 'support', 'workbench', 'discuss', 'jeanmichel', 'readme']"
14,15.0,,['investigation'],"['support', 'implementation', 'options', 'client', 'implementation', 'native', 'implementation', 'native', 'standard', 'drawbacks', 'have', 'external', 'process', 'manage', 'standard', 'instandard', 'approach', 'closely', 'integrate', 'suffer', 'performance', 'flexibility', 'inferiour', 'socket', 'implementation', 'license', 'issue', 'public', 'implemenations', 'look', 'plugin', 'implementation', 'likely', 'promise', 'testinvestigate', 'enable', 'move', 'investigation', 'instal', 'openssh', 'log', 'client', 'instal', 'telnet', 'application', 'log', 'client', 'plugin', 'default', 'options', 'configurations', 'possible', 'assume', 'resolve', 'move']"
15,16.0,,"['button', 'gbbebb']","['automerge', 'button', 'semantics', 'nonconflicting', 'incoming', 'change', 'server', 'resource', 'resource', 'click', 'button', 'decide', 'automerge', 'trivial', 'change', 'source', 'overlap', 'normal', 'change', 'nonoverlapping', 'exist', 'button']"
16,17.0,,"['gender', 'change']","['gender', 'change', 'workspace', 'stream', 'folder', 'workspace', 'folder', 'stream', 'currently', 'implementation', 'assume', 'resource', 'occur', 'machine', 'release', 'folder', 'machine', 'release', 'resource', 'unlikely', 'doesnt', 'handle', 'ensure', 'fail']"
17,18.0,,"['implement', 'management', 'managers', 'gchqmg']","['managers', 'resource', 'persist', 'management', 'managers', 'manager', 'longer', 'solve', 'take', 'workbench', 'move', 'future', 'rudimentary', 'management', 'managers', 'managers', 'clear', 'startup', 'change', 'support', 'ongoing', 'merge']"
18,19.0,,"['branch', 'catchup']","['stream', 'respository', 'catchup', 'stream', 'instead', 'select', 'project', 'stream', 'workspace', 'annoy', 'doesnt', 'bash', 'project', 'load', 'basically', 'pick', 'individual', 'project', 'navigator', 'catch', 'instead', 'pick', 'stream', 'denote', 'project', 'lineup', 'project', 'stream', 'necessarily', 'meaningful', 'project', 'stream', 'stream', 'repository', 'project', 'stream', 'incoming', 'creation', 'project', 'project', 'reference', 'transitive', 'load', 'transitive', 'catch', 'useful', 'global', 'toolbar', 'button', 'catchup', 'share', 'project', 'jeanmichel', 'itpvcmwinnt', 'workspace', 'move', 'permit']"
19,20.0,,['workspace'],"['think', 'useful', 'connections', 'store', 'external', 'instead', 'have', 'cash', 'workspace', 'workspace', 'reconstruct', 'information', 'configure', 'workspace', 'connections', 'point']"
20,21.0,,"['release', 'project', 'workspace', 'gbescm']","['release', 'command', 'delete', 'work', 'checkout', 'eclipseyou', 'workaround', 'release', 'project', 'delete', 'project', 'workspace', 'trigger', 'history', 'cancel', 'checkout', 'unlike', 'command', 'operate', 'work', 'invoke', 'work', 'directly', 'cvsroot', 'environment', 'variable', 'global', 'option', 'repository', 'work', 'release', 'necessary', 'doesnt', 'normally', 'lock', 'remove', 'work', 'uncommitted', 'change', 'work', 'cessation', 'cvsroothistory', 'release', 'check', 'uncommitted', 'change', 'prompt', 'continuation', 'work', 'actually', 'release', 'record', 'repositorys', 'cvsroothistory']"
21,22.0,,"['persist', 'share', 'recommendations', 'project', 'version', 'reference']","['project', 'descriptions', 'share', 'recommendations', 'project', 'version', 'reference', 'jeanmichel', 'unqualified', 'project', 'reference']"
22,23.0,,"['longer', 'need']","['relate', 'itpcoreall', 'problems', 'possible', 'practice', 'move', 'reference', 'comment', 'setlocal']"
23,24.0,,"['performance', 'refresh']","['refresh', 'call', 'catchuprelease', 'possible', 'promise', 'optimization', 'return', 'fetchremotetree', 'instead', 'callback', 'interleave', 'server', 'communication', 'update', 'performance', 'tune', 'opportunities', 'itpvcmwinnt', 'release', 'michaelv', 'percentages', 'refresh', 'autobuild', 'turn', 'automanage', 'hotspots', 'socket', 'socket', 'stringsubstring', 'stringindexof', 'pathsegments', 'stringcompareto', 'pathappend', 'stringconcat', 'manage', 'determine', 'ignore', 'improve', 'michaelv', 'improvement', 'general', 'approach', 'determine', 'change', 'inherently', 'ineficient', 'clients', 'follow', 'update', 'client', 'information', 'load', 'server', 'determine', 'update', 'reponse', 'client', 'response', 'update', 'necessary', 'result', 'pass', 'project', 'follow', 'occur', 'client', 'information', 'directories', 'server', 'respond', 'information', 'directories', 'client', 'request', 'information', 'server', 'respond', 'client', 'result', 'result', 'structure', 'traverse', 'update', 'structure', 'traverse', 'determine', 'change', 'roughly', 'equivalent', 'pass', 'consider', 'project', 'sync', 'change', 'michaelv', 'optimize', 'recursive', 'refresh', 'buy', 'little', 'problem', 'costly', 'furthermore', 'get', 'set', 'slower', 'distance', 'increase', 'probably', 'leave', 'getworkspaces', 'getsharing', 'getproject', 'culprits', 'pass', 'project', 'unsure', 'share', 'getrepository', 'getproject', 'optimize', 'getproject', 'separate', 'traversal', 'ensure', 'nonignored', 'resources', 'manage', 'include', 'change', 'collection', 'refresh', 'michaelv', 'time', 'automanage', 'refresh', 'collection', 'save', 'operations', 'improvement', 'fetchremotetree', 'getdelta', 'time', 'result', 'storesyncinfo', 'solution', 'request', 'information', 'server', 'commandline', 'client', 'unshared', 'project', 'folderfile', 'unshared', 'project', 'folderfile', 'share', 'project', 'outgo', 'incomming', 'merge', 'outgo', 'incomming']"
24,25.0,28126.0,"['default', 'connection']","['helpful', 'notion', 'default', 'repository', 'connection', 'connect', 'project', 'wouldnt', 'everytime', 'create', 'create', 'default', 'minimum', 'have', 'default', 'repository', 'helpful']"
25,26.0,,"['create', 'connection', 'selection', 'dialog']","['awkward', 'create', 'repository', 'connection', 'associate', 'project', 'particular', 'firsttime', 'scenario', 'operations', 'present', 'prompter', 'indication']"
26,27.0,,"['declare', 'versions', 'create']","['create', 'repository', 'explorer', 'history', 'server', 'reference', 'current', 'workaround', 'define', 'stream', 'browse', 'project', 'version', 'optimal', 'behave', 'stream', 'release', 'source', 'history', 'turn', 'jeanmichel', 'include', 'return', 'try', 'release', 'stream', 'version', 'server', 'sticky', 'branch', 'jeanmichel', 'browse', 'version', 'exist', 'project', 'create', 'create', 'version', 'command', 'probably', 'mention', 'create', 'stream', 'jeanmichel', 'eclipse', 'operations', 'project', 'versions', 'available', 'example', 'comparereplace', 'project', 'versions', 'create', 'stream', 'source', 'project', 'disable', 'history', 'functionality', 'eclipse', 'suggest', 'follow', 'specific', 'feature', 'adapter', 'mechanism', 'define', 'project', 'version', 'project', 'validate', 'operation', 'perform', 'workspace', 'persistent', 'eclipse', 'feature', 'version', 'resemble', 'support', 'provide', 'version', 'command', 'simply', 'parameters', 'action', 'ifileeditions', 'create', 'project', 'versions', 'automatically', 'version', 'define', 'jeanmichel', 'release']"
27,28.0,,"['properties', 'author', 'versions']","['currently', 'creation', 'author', 'version', 'common', 'remote', 'version', 'display', 'information', 'versions', 'statusversioned', 'versioned', 'change', 'unmanaged', 'versionauthor', 'jlemieuxcreated', 'common', 'version', 'author', 'johnacreated', 'release', 'versionauthor', 'jlemieuxcreated', 'ideally', 'property', 'display', 'information', 'available', 'contact', 'server', 'currently', 'refresh', 'resource', 'doesnt', 'disconnect', 'property', 'button', 'fetchstateinfo', 'require', 'author', 'display', 'detail', 'information', 'display', 'version', 'comment', 'refresh', 'version', 'number', 'property', 'information', 'contact', 'server', 'button', 'permit']"
28,29.0,,[],"['resource', 'bundle', 'policy', 'methods', 'painfully', 'plugins', 'policy', 'duplicate', 'generate', 'string', 'bundle', 'suppose', 'provide', 'support', 'complete', 'plugin', 'currently', 'support', 'future', 'shorten', 'theyre', 'move', 'inactive', 'future', 'consideration']"
29,30.0,,"['server', 'cvsignore', 'consider', 'client']","['currently', 'ignore', 'cvsignore', 'server', 'configure', 'project', 'administrator', 'implementation', 'adapter']"
30,31.0,,"['replace', 'stream', 'switch', 'repository']","['repositories', 'binaries', 'source', 'switch', 'repository', 'project', 'context', 'replace', 'stream', 'resource', 'comibmdtcore', 'belong', 'stream', 'jeanmichel', 'change', 'share', 'project', 'stream', 'share', 'share', 'share', 'specify', 'cause', 'edition', 'belong', 'stream', 'return', 'edition', 'refresh', 'share', 'change', 'return', 'change', 'share', 'properties', 'recommend', 'little', 'change', 'share', 'stream', 'refresh', 'stream']"
31,32.0,,"['delete', 'properties']","['methods', 'get', 'properties', 'implement', 'remove', 'propertyrelated', 'methods']"
32,33.0,,"['delete', 'stream', 'lock']","['methods', 'lock', 'stream', 'implement', 'implementable', 'delete']"
33,34.0,,"['filter', 'project', 'versions']","['explorer', 'project', 'versions', 'project', 'versions', 'filter', 'versions', 'display']"
34,35.0,,"['modification', 'timestamps', 'gcoifn']","['modification', 'timestamp', 'update', 'modify', 'modify', 'find', 'modify', 'implementation', 'behavior', 'normal', 'modify', 'resource', 'provide', 'property', 'miss', 'indicator', 'resource', 'modify', 'version', 'wait', 'support', 'decorate', 'elements', 'navigator', 'ask', 'catchup', 'release', 'operations', 'resource', 'modify', 'version', 'ask', 'normal', 'behavior', 'outside', 'eclipse', 'replace', 'repository', 'modification', 'maintain', 'server', 'locally', 'write', 'move', 'comment', 'interest', 'timestamp', 'store', 'resource', 'handle', 'istateinfo', 'object', 'think', 'change', 'forget', 'cvsadapterload', 'loadshallow', 'refactored', 'jeanmichel', 'confidence', 'servers', 'modification', 'timestamp', 'install', 'handler', 'timestamp', 'context', 'provide', 'client', 'havent', 'touch', 'necessary', 'change', 'separate', 'branch', 'monday', 'tuesday', 'thank']"
35,36.0,,"['version', 'resource']","['allow', 'release', 'resource', 'version', 'discussion', 'itpvcmwinnt', 'version', 'confuse', 'work', 'move', 'duplicate', 'jeanmichel']"
36,37.0,,"['version', 'confuse', 'work']","['version', 'confuse', 'repository', 'expect', 'behavior', 'versioning', 'current', 'expect', 'workspace', 'release', 'experience', 'confuse', 'expect', 'resource', 'versioning', 'tag', 'expect', 'difficulty', 'adapt', 'terminology', 'change', 'expect', 'release', 'versioning', 'warn', 'dialog', 'quickly', 'version', 'project', 'version', 'individual', 'resource', 'release', 'server', 'generate', 'version', 'number', 'attach', 'mean', 'specific', 'versions', 'release', 'comment', 'tomorrows', 'individual', 'resource', 'usecase', 'single', 'person', 'project', 'jsearch', 'example', 'package', 'inside', 'project', 'version', 'project', 'versions', 'release', 'selfhost', 'eclipse', 'version', 'leapfrog', 'correspond', 'technical', 'number', 'project', 'versions', 'release', 'resources', 'package', 'give', 'resources', 'meaningful', 'crucial', 'directly', 'release', 'comment', 'directly', 'versions', 'alternative', 'comment', 'replacement', 'desire', 'resource', 'restriction', 'correct', 'probably', 'understand', 'eclipse', 'restriction', 'version', 'confuse', 'version', 'management', 'document', 'chapter', 'revisions', 'discussion', 'versions', 'revisions', 'release', 'correspond', 'trigger', 'action', 'instead', 'different', 'different', 'support', 'unify', 'multiple', 'repository', 'possible', 'scenario', 'support', 'explicit', 'versioning', 'project', 'folder', 'release', 'resources', 'versions', 'suggest', 'separate', 'project', 'branch', 'merge', 'change', 'terminology', 'change', 'explorer', 'version', 'confuse', 'select', 'project', 'project', 'decide', 'single', 'terminology', 'repository', 'move', 'close', 'arguments', 'seldom', 'connect', 'project', 'workspace', 'better', 'correspond', 'repository', 'name', 'instead', 'come', 'different', 'respository', 'version', 'allow', 'project', 'itpvcm', 'source', 'folders', 'package', 'single']"
37,38.0,,"['getignored', 'resource', 'efficient']","['method', 'call', 'getignored', 'especialy', 'implementation', 'getignored', 'directory', 'resources', 'pass']"
38,39.0,,"['preference', 'gcpkvs']","['log', 'previously', 'preference', 'default', 'repository', 'example', 'create', 'repository', 'connections', 'default', 'pulldown', 'remember', 'pick', 'nicety', 'permit', 'longer', 'relevant', 'happen', 'ship']"
39,40.0,20.0,"['connect', 'stream', 'gcqpkw']","['connect', 'stream', 'directly', 'content', 'workspace', 'repository', 'wizard', 'currently', 'populate', 'workspace', 'stream', 'repository', 'repository', 'browser', 'expand', 'select', 'children', 'workspace', 'move', 'future', 'stream', 'container', 'project', 'operation', 'meaningful', 'repository', 'workspace', 'frequent', 'operation']"
40,41.0,,"['source', 'folders', 'package', 'single']","['checkin', 'repository', 'assign', 'revision', 'number', 'revision', 'number', 'normally', 'control', 'revision', 'number', 'single', 'collection', 'identifyable', 'appropriate', 'project', 'possible', 'package', 'source', 'folders', 'move', 'future', 'jeanmichel', 'version', 'workspace', 'remove', 'resources', 'version', 'operation', 'version', 'workspace']"
41,42.0,,"['replace', 'version', 'happen']","['navigator', 'select', 'versioned', 'withversion', 'select', 'version', 'replace', 'version', 'select', 'version', 'replace', 'version', 'expect', 'select', 'versions', 'replacement', 'actually', 'replace', 'number', 'timeconsuming', 'babysit', 'replacement', 'happen', 'convenient', 'select', 'versions']"
42,43.0,,"['rename', 'project', 'release', 'gdhahf']","['project', 'release', 'teamstream', 'rename', 'project', 'attempt', 'release', 'teamstream', 'compare', 'fail', 'project', 'rename', 'artifacts', 'rename', 'delete', 'project', 'release', 'project', 'release', 'conflict', 'elements', 'compare', 'rename', 'jeanmichel', 'timepermitting']"
43,44.0,,"['version', 'different', 'things']","['dialogs', 'versioned', 'dialogs', 'revision', 'number', 'correct', 'call', 'version']"
44,45.0,,"['dropdown', 'chooser', 'stream', 'gkzghm']","['remove', 'dropdown', 'chooser', 'stream', 'wizard', 'choose', 'dropdown', 'appear', 'wizard', 'explorer', 'operation', 'dropdown', 'distinguish', 'select', 'explorer', 'select', 'newother', 'stream', 'wizard', 'remove', 'attempt', 'inconsistent', 'usages', 'creation', 'wizard', 'wizard', 'initial', 'configuration', 'selection', 'ability', 'change', 'include', 'rightclick', 'example', 'newfolder', 'invoke', 'exactly', 'wizard']"
45,46.0,,"['catchup', 'release', 'usability']","['catchuprelease', 'issue', 'itpvcmwinnt', 'direction', 'need', 'julian', 'catchuprelease', 'usability', 'itpvcm', 'itpvcmwinnt', 'revert', 'change', 'itpvcmwinnt', 'compare', 'discussion', 'itpvcmwinnt', 'better', 'release', 'itpvcmall', 'prompt', 'unresolved', 'change', 'additional', 'synchronize', 'instead', 'catchuprelease', 'follow', 'itpvcmall', 'multiple', 'release', 'viewers', 'itpvcmwinnt', 'indicators', 'discard', 'release', 'decision', 'follow', 'button', 'catchup', 'nonconflicts', 'release', 'nonconflicts', 'gray', 'conflict', 'release', 'individual', 'resources', 'discourage', 'confuse', 'people', 'release', 'individual', 'conflict', 'instead', 'compare', 'button', 'encourageforce', 'people', 'examine', 'change', 'ensure', 'pick', 'accident', 'happen', 'workspace', 'compare', 'button', 'disable', 'unsaved', 'modifications', 'compare']"
46,47.0,,"['message', 'refresh']","['begintask', 'message', 'cause', 'generic', 'operation', 'progress', 'message', 'provide', 'descriptive', 'message']"
47,48.0,22.0,"['future', 'project', 'reference']","['project', 'reference', 'flavour', 'project', 'project', 'version', 'project', 'stream', 'currently', 'ensure', 'future', 'require', 'change', 'vcmmeta', 'format', 'solve', 'example', 'have', 'distinct', 'project', 'reference', 'store', 'different', 'example', 'nameprojectname', 'versionname', 'move', 'reminder', 'project', 'reference']"
48,49.0,,"['progress', 'handle', 'snapshot']","['method', 'doesnt', 'provide', 'progress', 'monitor', 'swallow', 'coreexceptions', 'log', 'callers', 'snapshot', 'progress', 'monitor', 'allocate']"
49,50.0,,"['move', 'multiples', 'project', 'gdgnyx']","['multiples', 'project', 'repository', 'stream', 'currently', 'developping', 'simple', 'plugins', 'examples', 'property', 'stream', 'project', 'versions', 'stream', 'version', 'stream', 'stream', 'context', 'repository', 'project', 'version', 'stream', 'release', 'project', 'version', 'create', 'project', 'doesnt', 'change', 'share', 'manage', 'project', 'properties', 'outgo', 'creation', 'release', 'project', 'workspace', 'project', 'workspace', 'version', 'create', 'change', 'share', 'relationship', 'outgo', 'change', 'release', 'create', 'version', 'export', 'action', 'repository', 'repository', 'choice', 'export', 'version', 'simplify', 'version', 'version', 'project', 'connect', 'repository', 'project', 'select', 'workspace', 'select', 'project', 'navigator', 'choose', 'replace', 'version', 'choose', 'version', 'select', 'project', 'choose', 'managerelease']"
50,51.0,,"['compare', 'select', 'compare', 'stream']","['select', 'project', 'compare', 'stream', 'resources', 'typically', 'perform', 'operation', 'multiple', 'project']"
51,52.0,,"['replace', 'version', 'dialog', 'contain', 'compare', 'viewer']","['replace', 'version', 'different', 'repsoitory', 'follow', 'compare', 'version', 'remember', 'revision', 'number', 'replace', 'dialog', 'revision', 'number', 'easier', 'replace', 'version', 'dialog', 'contain', 'compare', 'viewer', 'usability', 'better', 'compare', 'history', 'history', 'comparer']"
52,53.0,,"['management', 'gdmail']","['modify', 'locally', 'available', 'management', 'resources', 'locally', 'change', 'happen', 'release', 'support', 'little', 'difficult', 'support', 'expect', 'multiselect', 'release', 'release', 'multiple', 'repositories', 'currently', 'support', 'release', 'project', 'filter', 'outgo', 'change', 'appear', 'look', 'jeanmichel', 'mention', 'have', 'current', 'outgo', 'change', 'information', 'avaiable', 'locally', 'update', 'change', 'resources', 'function', 'management', 'resources', 'locally', 'change', 'doesnt', 'provide', 'flexibility', 'search', 'result', 'window', 'example']"
53,54.0,,"['replace', 'version', 'dialog', 'comment', 'gdpipa']","['replace', 'version', 'dialog', 'revision', 'number', 'identify', 'version', 'revision', 'number', 'control', 'helpful', 'version', 'better', 'comment', 'information', 'provide', 'comment', 'helpful', 'specify', 'revision', 'number', 'control', 'revision', 'number', 'control', 'label', 'increment', 'automatically', 'version', 'specify', 'call', 'understand', 'show', 'versions', 'change', 'compare', 'dialog']"
54,55.0,,"['stream', 'wizard', 'provide', 'additional', 'information', 'stream', 'gdqnga']","['wizard', 'descriptive', 'explain', 'stream', 'tempt', 'create', 'important', 'people', 'start']"
55,56.0,,"['progress', 'dialogs', 'useful', 'title', 'progress', 'information', 'gdqnid']","['progress', 'dialogs', 'useful', 'title', 'instead', 'progress', 'information', 'happen', 'happen', 'consistent', 'progress', 'information', 'progress', 'dialogs', 'move', 'inactive']"
56,57.0,,['gdqpww'],"['stream', 'expand', 'select', 'davehelloworld', 'project', 'expand', 'project', 'information', 'show', 'expand', 'select', 'show', 'davehelloworld', 'lose', 'expansion', 'server', 'annoy', 'especially', 'refresh', 'button', 'update', 'think', 'adapter', 'drill', 'information', 'expansion', 'suspect', 'improve', 'move', 'move', 'itpvcm', 'change', 'optimize', 'move', 'future']"
