,Issue_id,Duplicated_issue,Title,Description
41,198.0,,"['message', 'add', 'workspace', 'gfmrrm']","['follow', 'structure', 'locally', 'jproject', 'folder', 'release', 'stream', 'delete', 'folder', 'locally', 'select', 'repositories', 'choose', 'workspace', 'dialog', 'appear', 'errors', 'project', 'message', 'errors', 'project', 'resource', 'jprojectfolder', 'resource', 'jprojectfolder', 'errors', 'project']"
42,199.0,,"['delete', 'package', 'delete', 'previous', 'history', 'gfodbh']","['delete', 'package', 'project', 'decide', 'history', 'particular', 'package', 'history', 'package', 'versions', 'problem', 'apparently', 'eclipse', 'history', 'delete', 'rename', 'package', 'project', 'actual', 'package', 'problem', 'repository', 'homecvsswt', 'cvslnx', 'swtshipping', 'stream', 'project', 'package', 'package', 'definitely', 'jeanmichel', 'release', 'deletions', 'subdirectory', 'parent', 'directory', 'release', 'directory', 'recover', 'eclipse', 'verify', 'expect', 'strange', 'directory', 'directory', 'recover', 'directory', 'delete', 'directly', 'decide', 'delete', 'package']"
43,203.0,,"['ecorner', 'miss', 'nature', 'add', 'project', 'source', 'repository', 'ggmajc']","['successfully', 'connect', 'sourceforge', 'repository', 'connection', 'project', 'workspace', 'natureless', 'assign', 'nature', 'workaround', 'manually', 'create', 'vcmmeta', 'release', 'delete', 'project', 'project', 'release', 'permissions', 'particular', 'repository', 'vcmmeta', 'project', 'workspace', 'prompt', 'project', 'natures', 'assign', 'jeanmichel', 'problem', 'workaround', 'instead', 'manually', 'create', 'vcmmeta', 'create', 'project', 'workspace', 'project', 'retain', 'nature', 'destination', 'project', 'vcmmeta', 'classpath', 'release', 'provide', 'facilities', 'nature', 'ensure', 'project', 'correctly', 'reflect', 'vcmmeta', 'people', 'configure', 'nature', 'specific', 'extension', 'people', 'register', 'choose', 'configure', 'natures', 'project', 'similar', 'wizard', 'happen', 'initiate', 'project', 'creation', 'programatically', 'facility', 'natures', 'choose', 'configure', 'prompt', 'project', 'vcmmeta', 'project', 'overtop']"
44,207.0,,"['repository', 'select', 'repository']","['create', 'repository', 'connection', 'select', 'create', 'repository', 'connection', 'different', 'repository', 'remain', 'select', 'select', 'create', 'connection', 'usually', 'expand', 'tunnel', 'newlycreated', 'repository', 'advancements']"
45,208.0,,"['progress', 'inaccurate', 'load', 'project', 'version']","['project', 'version', 'repository', 'progress', 'monitor', 'jeanmichel', 'progress', 'monitor', 'progress', 'logarithmic', 'resources', 'repository']"
46,209.0,,"['compare', 'version', 'load', 'project', 'version']","['repository', 'create', 'repository', 'connection', 'package', 'select', 'uimainjava', 'choose', 'compare', 'version', 'versions', 'compare', 'course', 'version', 'select', 'project', 'choose', 'compare', 'version', 'select', 'repository', 'choose', 'version', 'uimainjava', 'repository', 'theres', 'associate', 'repository', 'repositories', 'theres', 'repository', 'connection', 'assume', 'version', 'multiple', 'repository', 'connections', 'prompt', 'jeanmichel', 'comment', 'itpvcm', 'conflict', 'stream', 'version', 'workspace', 'maintain', 'project', 'versions', 'workspace', 'current', 'implementation', 'smarter', 'prompt', 'resource', 'manage', 'workaround', 'select', 'uimainjava', 'repositories', 'select', 'history', 'compare', 'versions', 'resources']"
47,221.0,,"['remove', 'undefined']","['prefix', 'reference', 'abstract', 'remove', 'undefined', 'environment', 'variable', 'duplicate', 'priority', 'severity', 'target', 'product', 'hasapar', 'compname', 'wsaweboti', 'answer', 'release', 'symptom', 'envname', 'phasefound', 'phaseinject', 'adddate', 'assigndate', 'lastupdate', 'responsedate', 'enddate', 'ownerlogin', 'decandio', 'originlogin', 'jheidebr', 'ownername', 'george', 'decandio', 'originname', 'heidebrecht', 'jheidebr', 'duplicate', 'defect', 'duplicate', 'feature', 'jheidebr', 'action', 'defect', 'discover', 'simulate', 'project', 'environment', 'accidentally', 'create', 'environment', 'variable', 'problem', 'undefined', 'environment', 'variable', 'remove', 'project', 'scenario', 'development', 'environment', 'eclipse', 'variables', 'external', 'libraries', 'developer', 'create', 'project', 'mistypes', 'variable', 'foodri', 'project', 'second', 'developer', 'project', 'workspace', 'compile', 'errors', 'foodir', 'variable', 'misspell', 'developer', 'problem', 'remove', 'foodri', 'variable', 'replace', 'correct', 'foodir', 'project', 'closedopened', 'delete', 'variable', 'return', 'simple', 'create', 'variable', 'project', 'external', 'resource', 'commit', 'project', 'change', 'eclipse', 'delete', 'workspace', 'restart', 'eclipse', 'connect', 'repository', 'project', 'workspace', 'project', 'properties', 'remove', 'environment', 'variable', 'reopen', 'project', 'variable', 'return', 'contact', 'clarification']"
48,224.0,,"['disappear', 'cancel', 'repositories']","['perspective', 'select', 'repositories', 'repository', 'password', 'cancel', 'repository', 'expand', 'repository', 'expand', 'project', 'versions', 'prompt', 'password', 'cancel', 'observe', 'project', 'versions', 'impression', 'anymore', 'password', 'double', 'project', 'versions', 'expand', 'display', 'desire', 'behavior', 'restore', 'description', 'investigate', 'provide', 'jfaceworkbench']"
49,227.0,,"['scalability', 'issue', 'gigqyz']","['support', 'development', 'examine', 'rethink', 'project', 'modules', 'define', 'project', 'entire', 'project', 'doesnt', 'result', 'recursive', 'project', 'unlikely', 'support', 'requirements', 'checkout', 'subtree', 'project', 'presumably', 'parent', 'directory', 'structure', 'project', 'metafiles', 'define', 'arbitrary', 'directories', 'project', 'resources', 'directory', 'version', 'manage', 'remember', 'project', 'modulesaliases']"
50,246.0,,"['problems', 'merge', 'stream']","['create', 'stream', 'repository', 'change', 'errors', 'resource', 'examples', 'management', 'resource', 'examples', 'management', 'resource', 'examples', 'managementorg', 'resource', 'examples', 'managementorg', 'resource', 'examples', 'resource', 'examples', 'resource', 'examples', 'directories', 'source', 'folder', 'delete']"
51,267.0,,"['project', 'synchnoize', 'project', 'gkmiel']","['suggestion', 'project', 'synchnoize', 'project']"
52,269.0,,"['usability', 'selection', 'release', 'selection', 'parent', 'children']","['stream', 'scenario', 'synchronize', 'change', 'project', 'folder', 'select', 'current', 'scroll', 'select', 'release', 'happen', 'select', 'change', 'release', 'suggestion', 'parent', 'folder', 'children', 'resources', 'select', 'decide', 'release', 'release', 'select', 'children', 'project', 'folder']"
53,1802.0,,"['add', 'script', 'prompt', 'restart']","['action', 'script', 'prompt', 'restart', 'dialog']"
54,1803.0,,"['script', 'example', 'project']","['example', 'openning', 'project', 'project', 'actually', 'remain']"
55,1855.0,,"['readmefile', 'navigator', 'selection', 'default']","['create', 'project', 'select', 'filenewreadme', 'project', 'select', 'navigador', 'select', 'readme', 'dialog', 'project', 'select', 'project', 'exactly', 'dialogs', 'shoulnt']"
56,1943.0,,"['allow', 'create', 'project', 'different', 'case', 'gcssjb']","['create', 'project', 'different', 'create', 'project', 'create', 'project', 'appear', 'distinct', 'project', 'directory']"
57,1993.0,,"['project', 'project', 'confuse']","['project', 'options', 'combine', 'project', 'confuse', 'options', 'rebuild', 'project', 'afects', 'project', 'suggestion', 'select', 'project', 'options', 'rebuild', 'rename', 'project', 'project', 'options', 'rebuild', 'change', 'eclipse', 'rebuild', 'rename', 'confusion', 'project', 'current', 'select', 'project', 'navigator', 'assume', 'rebuild', 'selection', 'confuse', 'workspace', 'unfortunately', 'suggestions', 'project', 'people', 'shortcut', 'manual', 'incremental', 'incremental', 'project', 'project', 'select', 'painful', 'scroll', 'navigator', 'package', 'project', 'rebuild', 'project', 'folder', 'accelerator', 'enable', 'editor', 'change', 'toolbar', 'enabledisable', 'editor', 'people', 'shortcut', 'project', 'current', 'editor', 'belong', 'disagree', 'project', 'remove', 'disable', 'instead', 'usuability', 'experts', 'number', 'complain', 'people']"
58,2014.0,,"['project', 'location', 'behavior', 'strange']","['project', 'wizard', 'change', 'better', 'specify', 'location', 'strange', 'behavior', 'project', 'wizard', 'unselect', 'default', 'location', 'directory', 'location', 'project', 'finish', 'create', 'project', 'content', 'specify', 'project', 'wizard', 'unselect', 'default', 'location', 'location', 'project', 'finish', 'create', 'project', 'content', 'directory', 'probably', 'specify', 'eclipse', 'directory', 'default', 'location', 'unchecked']"
59,2015.0,,"['delete', 'project', 'prompt', 'delete', 'content']","['create', 'project', 'location', 'directory', 'select', 'project', 'navigator', 'delete', 'delete', 'project', 'location', 'directory', 'prompt', 'actual', 'directory', 'delete']"
60,2017.0,,"['drillinto', 'project', 'filter', 'gdihyv']","['connect', 'desktop', 'repository', 'cvslnx', 'orgeclipseui', 'project', 'select', 'project', 'window', 'errors', 'proejcts', 'expect', 'reflect', 'selection', 'perspective']"
61,2028.0,,"['unhelpful', 'message', 'delete', 'project']","['delete', 'project', 'contain', 'create', 'restart', 'workbench', 'delete', 'project', 'delete', 'autobuild', 'complain', 'problems', 'delete', 'resources', 'dialog', 'errors', 'message', 'problems', 'delete', 'resources', 'suspect', 'problem', 'outofsynch', 'message', 'helpful', 'preferably', 'errors', 'deletion']"
62,2029.0,,"['wizards', 'unable', 'create', 'project', 'reference', 'existent', 'project']","['unable', 'create', 'project', 'reference', 'nonexistent', 'project', 'constrain', 'create', 'project', 'workspace', 'create', 'project', 'project', 'reference', 'project', 'observe', 'project', 'reference', 'property', 'create', 'project', 'reference', 'expectation', 'possible', 'remove', 'project', 'reference', 'nonexisting', 'project', 'project', 'reference', 'include', 'visual', 'indication', 'project', 'itpuiall', 'invisible', 'project', 'reference', 'coordinate', 'classpath', 'entries', 'analogous', 'present', 'similar', 'control', 'problem', 'important', 'consider']"
63,2035.0,,"['wizards', 'previous', 'location', 'project', 'content', 'remember']","['create', 'project', 'content', 'default', 'choice', 'remember', 'create', 'project', 'choose', 'default', 'initail', 'prompter', 'create', 'project', 'nondefault', 'benefit', 'greatly']"
64,2056.0,,"['rebuild', 'prompt', 'save']","['rebuild', 'project', 'workbench', 'prompt', 'workbench', 'create', 'project', 'project', 'select', 'newclass', 'public', 'static', 'import', 'javaio', 'rebuild', 'prompt', 'itpuiall', 'severe', 'perform', 'resource', 'operations', 'editor', 'itpjuiwinnt', 'rebuild', 'editor', 'workbench', 'preference', 'notice']"
65,2077.0,,"['project', 'select', 'create', 'project']","['project', 'wizard', 'project', 'project', 'different', 'project', 'selection', 'better']"
66,2114.0,,"['project', 'wizard', 'select', 'project', 'default']","['filenewproject', 'result', 'wizard', 'project', 'select', 'default', 'select', 'project', 'theres', 'select', 'lefthand', 'project', 'create']"
67,2118.0,,"['project', 'dialog', 'confuse']","['create', 'project', 'navigator', 'result', 'dialog', 'doesnt', 'dialog', 'project', 'location', 'append', 'message', 'appear', 'hoverhelp', 'message', 'assume', 'overlap', 'confuse', 'different', 'directories', 'overlap']"
68,2122.0,,"['bookmarks', 'feature', 'request', 'bookmark', 'indicator']","['bookmark', 'indicator', 'indicate', 'bookmarked', 'indicator', 'overtop', 'bookmarked', 'create', 'project', 'project', 'navigator', 'select', 'bookmark', 'happen', 'indicator', 'bookmarked']"
69,2133.0,,"['resource', 'open', 'project', 'create']","['create', 'project', 'resource', 'navigator', 'project', 'create', 'visual', 'existance', 'resource', 'perspective', 'resource', 'navigator', 'create', 'project', 'visual']"
70,2137.0,,"['deletion', 'message']","['delete', 'delete', 'message', 'delete', 'select', 'resources', 'select', 'delete', 'message', 'delete', 'duration', 'operation']"
71,2140.0,,"['bookmarks', 'multiple', 'equivalent', 'bookmarks', 'allow']","['workbench', 'bookmark', 'multiple', 'reason', 'resource', 'perspective', 'create', 'project', 'project', 'rightclick', 'select', 'bookmark', 'rightclick', 'select', 'bookmark', 'bookmarks', 'perspectiveshow', 'viewbookmarks', 'notice', 'multiple', 'entries', 'bookmark', 'bookmark']"
72,2143.0,,"['preference', 'option', 'project', 'default', 'perspective']","['workbench', 'preference', 'option', 'project', 'default', 'perspective', 'select', 'window', 'project', 'window', 'default', 'perspective', 'project']"
73,2151.0,,"['dialogs', 'single', 'resource', 'selection', 'dialog']","['single', 'resource', 'selection', 'dialog', 'werent', 'overlook', 'similar', 'include', 'overkill', 'singleselect']"
74,2154.0,,[],"['readonly', 'prompt', 'confirm', 'readonly', 'create', 'project', 'navigator', 'directory', 'create', 'directory', 'readonly', 'directory', 'prompt', 'workbench', 'verify', 'readonly', 'relate', 'itpuiall', 'readonly', 'property', 'ignore', 'editors', 'itpuiwin', 'internal', 'readonly', 'itpjuiwin', 'package', 'ignore', 'readonly', 'property']"
75,2157.0,,['folder'],"['similar', 'itpjui', 'resources', 'workspace', 'navigator', 'perspectives', 'specific', 'folders', 'original', 'perspective', 'creation', 'perspectives', 'folder', 'project', 'select', 'choose', 'perspective', 'perspective', 'facilitate', 'better', 'random', 'navigation', 'product']"
76,2183.0,,"['default', 'button', 'project', 'wizard']","['ensure', 'project', 'project', 'wizard', 'select', 'project', 'button', 'project', 'finish', 'default', 'button', 'project', 'finish', 'button', 'longer', 'default']"
77,2184.0,,"['delete', 'project', 'delete', 'content', 'geacle']","['delete', 'project', 'retain', 'content', 'project', 'delete', 'effect', 'feature', 'feature', 'suggestion', 'delete', 'project', 'prompt', 'delete', 'content']"
78,2185.0,,"['project', 'wizard']","['combine', 'problem', 'create', 'project', 'require', 'mainly', 'wizard', 'project', 'usually', 'choose', 'project', 'manually', 'option', 'project', 'optionally', 'change', 'location', 'settings', 'output', 'folder', 'combine', 'shouldnt', 'require', 'select', 'project', 'project', 'rarely', 'change', 'advance', 'button', 'combine', 'choice', 'advance', 'button', 'product', 'novices', 'change', 'combine', 'project', 'properties']"
79,2200.0,,"['inconsistent', 'margins', 'property']","['create', 'project', 'choose', 'properties', 'property', 'margins', 'widgets', 'corner', 'margin', 'manage', 'doesnt', 'generally', 'better', 'margin', 'consistent']"
80,2206.0,,"['folder', 'silently', 'create', 'parent']","['project', 'filesystem', 'delete', 'navigator', 'select', 'create', 'folder', 'filesystem', 'recreate', 'behaviour', 'actually', 'preferable', 'dialog', 'parent', 'folder', 'delete', 'recreate', 'chance', 'cancel', 'environment', 'discover', 'bother', 'resources', 'parent', 'navigator', 'filesystem', 'prompt', 'refresh', 'accept', 'recreate', 'parent', 'folder', 'complain', 'folder']"
81,2212.0,,"['resource', 'folder']","['project', 'navigator', 'choose', 'resource', 'project', 'string', 'folders', 'folders', 'handle', 'project', 'folder', 'currently', 'create', 'separate', 'entries', 'resources', 'different', 'project', 'folders', 'workspace', 'remove']"
82,2217.0,,"['navigator', 'project', 'navigator', 'project', 'dialog', 'geaoiu']","['project', 'dialog', 'option', 'project', 'plugin', 'project', 'different', 'navigator', 'folder', 'shouldnt', 'navigator', 'project', 'dialog']"
83,2228.0,,"['navigator', 'indicate', 'element', 'delete']","['project', 'select', 'choose', 'button', 'select', 'delete', 'button', 'delete', 'children', 'indicate', 'element', 'delete', 'option']"
